TITLE = "Cavity Iterative Residual History"
variables="Iteration""Time(s)""Res1""Res2""Res3"
1 3.814697e-05 1.433949e+01 3.275982e+02 0.000000e+00
100 3.814697e-03 8.606803e+00 1.352178e+01 4.741282e+00
200 7.629395e-03 6.612225e+00 7.020174e+00 5.193699e+00
300 1.144409e-02 5.622625e+00 4.494768e+00 5.208885e+00
400 1.525879e-02 5.066996e+00 3.193397e+00 5.092069e+00
500 1.907349e-02 4.787487e+00 2.630305e+00 4.931244e+00
600 2.288818e-02 4.234317e+00 3.212483e+00 4.724674e+00
700 2.670288e-02 3.894356e+00 4.077332e+00 4.406455e+00
800 3.051758e-02 4.353028e+00 4.445905e+00 3.968017e+00
900 3.433228e-02 2.937018e+00 4.510528e+00 3.472946e+00
1000 3.814697e-02 3.759291e+00 4.429135e+00 3.003620e+00
1100 4.196167e-02 3.616883e+00 4.219977e+00 2.574361e+00
1200 4.577637e-02 3.614933e+00 3.939848e+00 2.009526e+00
1300 4.959106e-02 3.798342e+00 3.608264e+00 1.329740e+00
1400 5.340576e-02 3.734846e+00 3.219034e+00 1.638888e+00
1500 5.722046e-02 3.432237e+00 2.941300e+00 2.256551e+00
1600 6.103516e-02 3.385443e+00 2.837905e+00 2.426983e+00
1700 6.484985e-02 3.720554e+00 2.787150e+00 2.267029e+00
1800 6.866455e-02 3.813681e+00 2.757673e+00 1.933695e+00
1900 7.247925e-02 3.240419e+00 2.768526e+00 1.535306e+00
2000 7.629395e-02 2.715971e+00 2.801998e+00 1.279689e+00
2100 8.010864e-02 2.814483e+00 2.822039e+00 1.339298e+00
2200 8.392334e-02 2.615730e+00 2.835995e+00 1.564338e+00
2300 8.773804e-02 2.012229e+00 2.826437e+00 1.701783e+00
2400 9.155273e-02 1.591178e+00 2.751914e+00 1.683541e+00
2500 9.536743e-02 1.527858e+00 2.591523e+00 1.572997e+00
2600 9.918213e-02 1.661125e+00 2.324922e+00 1.431460e+00
2700 1.029968e-01 1.910259e+00 1.934426e+00 1.256179e+00
2800 1.068115e-01 2.158364e+00 1.429772e+00 1.034085e+00
2900 1.106262e-01 2.359779e+00 8.692894e-01 8.315924e-01
3000 1.144409e-01 2.432949e+00 5.905225e-01 7.863186e-01
3100 1.182556e-01 2.282439e+00 1.009970e+00 9.025163e-01
3200 1.220703e-01 1.937348e+00 1.565663e+00 1.040766e+00
3300 1.258850e-01 1.485949e+00 2.005252e+00 1.119172e+00
3400 1.296997e-01 1.019533e+00 2.267654e+00 1.121669e+00
3500 1.335144e-01 6.928679e-01 2.345242e+00 1.058492e+00
3600 1.373291e-01 7.478538e-01 2.265011e+00 9.547523e-01
3700 1.411438e-01 1.035504e+00 2.071524e+00 8.469499e-01
3800 1.449585e-01 1.295405e+00 1.803771e+00 7.680680e-01
3900 1.487732e-01 1.492117e+00 1.481501e+00 7.360925e-01
4000 1.525879e-01 1.673031e+00 1.112847e+00 7.597763e-01
4100 1.564026e-01 1.825742e+00 7.253784e-01 8.336320e-01
4200 1.602173e-01 1.877505e+00 4.532466e-01 9.253687e-01
4300 1.640320e-01 1.783303e+00 5.792586e-01 9.947588e-01
4400 1.678467e-01 1.559880e+00 9.056867e-01 1.020069e+00
4500 1.716614e-01 1.267651e+00 1.197521e+00 1.003872e+00
4600 1.754761e-01 9.906488e-01 1.391212e+00 9.649173e-01
4700 1.792908e-01 8.170256e-01 1.479047e+00 9.258413e-01
4800 1.831055e-01 7.706652e-01 1.477894e+00 9.006594e-01
4900 1.869202e-01 7.769915e-01 1.409311e+00 8.875541e-01
5000 1.907349e-01 8.009471e-01 1.286263e+00 8.724779e-01
5100 1.945496e-01 9.008358e-01 1.110777e+00 8.394604e-01
5200 1.983643e-01 1.080027e+00 8.828088e-01 7.785947e-01
5300 2.021790e-01 1.245730e+00 6.163805e-01 6.893599e-01
5400 2.059937e-01 1.324580e+00 3.682864e-01 5.840012e-01
5500 2.098083e-01 1.305518e+00 3.140316e-01 4.961814e-01
5600 2.136230e-01 1.215382e+00 4.847022e-01 4.827742e-01
5700 2.174377e-01 1.085452e+00 6.701371e-01 5.704199e-01
5800 2.212524e-01 9.334129e-01 8.040162e-01 7.155502e-01
5900 2.250671e-01 7.626250e-01 8.806603e-01 8.629756e-01
6000 2.288818e-01 5.723983e-01 9.093560e-01 9.765953e-01
6100 2.326965e-01 3.855428e-01 8.995735e-01 1.036249e+00
