7.76E-05,0.000161166,0.00024778,0.000300277,0.000336368,0.000361385,0.000378554,0.000390423,0.00039886,0.000404997,0.000409548,0.000412965,0.000415538,0.00041746,0.000418864,0.000419839,0.000420447,0.000420726,0.000420697,0.000420363,0.000419705,0.000418682,0.000417201,0.000415128,0.000412158,0.000407931,0.000401307,0.000391315,0.000374436,0.000351203,0.000295413,0.000201568,0.000195897
-0.00069294,-0.000617335,-0.000538702,-0.000493334,-0.000462137,-0.000439744,-0.000423821,-0.000412436,-0.000404133,-0.00039799,-0.000393397,-0.000389956,-0.000387394,-0.000385528,-0.000384227,-0.000383404,-0.000382997,-0.00038297,-0.000383303,-0.000383998,-0.000385078,-0.000386594,-0.000388641,-0.000391363,-0.000395038,-0.000400027,-0.000407213,-0.000417551,-0.000433314,-0.00045441,-0.000500019,-0.000587424,-0.000586648
-0.000260365,-0.000192743,-0.000122091,-8.38E-05,-5.75E-05,-3.78E-05,-2.31E-05,-1.21E-05,-3.92E-06,2.28E-06,6.97E-06,1.05E-05,1.32E-05,1.51E-05,1.64E-05,1.72E-05,1.76E-05,1.75E-05,1.71E-05,1.63E-05,1.50E-05,1.33E-05,1.10E-05,7.97E-06,3.96E-06,-1.38E-06,-8.69E-06,-1.89E-05,-3.30E-05,-5.15E-05,-8.63E-05,-0.000166636,-0.000158744
1.54E-05,1.49E-06,-9.40E-06,2.09E-06,1.68E-05,2.98E-05,4.08E-05,4.98E-05,5.71E-05,6.29E-05,6.75E-05,7.12E-05,7.41E-05,7.64E-05,7.81E-05,7.94E-05,8.04E-05,8.09E-05,8.12E-05,8.10E-05,8.05E-05,7.96E-05,7.82E-05,7.62E-05,7.34E-05,6.97E-05,6.47E-05,5.82E-05,5.02E-05,4.24E-05,3.25E-05,2.04E-05,9.67E-05
4.77E-06,-4.61E-06,-1.10E-05,-7.87E-06,-7.05E-07,7.13E-06,1.46E-05,2.13E-05,2.71E-05,3.19E-05,3.60E-05,3.92E-05,4.19E-05,4.41E-05,4.58E-05,4.71E-05,4.80E-05,4.86E-05,4.89E-05,4.89E-05,4.85E-05,4.78E-05,4.67E-05,4.51E-05,4.31E-05,4.04E-05,3.71E-05,3.33E-05,2.96E-05,2.83E-05,2.61E-05,1.01E-05,8.27E-05
2.59E-05,1.29E-05,3.06E-06,2.12E-06,5.09E-06,9.46E-06,1.43E-05,1.90E-05,2.34E-05,2.72E-05,3.05E-05,3.33E-05,3.56E-05,3.75E-05,3.90E-05,4.01E-05,4.10E-05,4.15E-05,4.18E-05,4.17E-05,4.14E-05,4.08E-05,3.99E-05,3.87E-05,3.72E-05,3.54E-05,3.34E-05,3.14E-05,3.01E-05,3.18E-05,3.27E-05,1.84E-05,9.32E-05
3.31E-05,2.35E-05,1.69E-05,1.47E-05,1.53E-05,1.74E-05,2.03E-05,2.34E-05,2.65E-05,2.94E-05,3.21E-05,3.43E-05,3.63E-05,3.79E-05,3.92E-05,4.02E-05,4.10E-05,4.15E-05,4.18E-05,4.19E-05,4.17E-05,4.13E-05,4.07E-05,4.00E-05,3.90E-05,3.80E-05,3.71E-05,3.64E-05,3.66E-05,3.99E-05,4.13E-05,2.31E-05,9.45E-05
4.05E-05,3.13E-05,2.51E-05,2.21E-05,2.13E-05,2.19E-05,2.34E-05,2.53E-05,2.74E-05,2.95E-05,3.15E-05,3.32E-05,3.48E-05,3.62E-05,3.73E-05,3.82E-05,3.89E-05,3.94E-05,3.97E-05,3.99E-05,3.98E-05,3.96E-05,3.93E-05,3.89E-05,3.85E-05,3.81E-05,3.79E-05,3.81E-05,3.92E-05,4.32E-05,4.49E-05,2.52E-05,9.61E-05
4.18E-05,3.40E-05,2.94E-05,2.63E-05,2.48E-05,2.44E-05,2.49E-05,2.60E-05,2.72E-05,2.87E-05,3.01E-05,3.14E-05,3.26E-05,3.37E-05,3.46E-05,3.54E-05,3.60E-05,3.64E-05,3.67E-05,3.69E-05,3.70E-05,3.70E-05,3.69E-05,3.68E-05,3.67E-05,3.68E-05,3.71E-05,3.78E-05,3.93E-05,4.34E-05,4.48E-05,2.28E-05,9.25E-05
4.26E-05,3.55E-05,3.17E-05,2.86E-05,2.67E-05,2.58E-05,2.56E-05,2.60E-05,2.66E-05,2.75E-05,2.84E-05,2.93E-05,3.02E-05,3.10E-05,3.17E-05,3.23E-05,3.29E-05,3.33E-05,3.36E-05,3.38E-05,3.39E-05,3.40E-05,3.41E-05,3.42E-05,3.44E-05,3.48E-05,3.54E-05,3.63E-05,3.79E-05,4.20E-05,4.29E-05,1.92E-05,8.88E-05
