TITLE = "Cavity Iterative Residual History"
variables="Iteration""Time(s)""Res1""Res2""Res3"
1 6.103516e-04 7.034147e+00 4.994214e+01 5.648416e+01
10 5.960340e-03 2.012138e+01 4.094646e+01 5.534988e+01
20 1.104970e-02 2.594946e+01 4.236869e+01 5.487664e+01
30 1.546294e-02 2.835268e+01 4.059115e+01 5.124734e+01
40 1.976437e-02 1.485378e+02 3.982528e+01 4.851812e+01
50 2.406580e-02 2.933984e+01 3.818639e+01 4.416865e+01
60 2.804456e-02 3.718069e+01 2.264056e+01 1.749744e+01
70 3.157095e-02 3.044116e+01 1.492305e+01 1.976286e+01
80 3.509733e-02 2.982128e+01 9.641693e+00 1.350543e+01
90 3.862372e-02 2.494748e+01 8.507324e+00 1.178842e+01
100 4.215011e-02 2.091330e+01 8.006989e+00 1.054951e+01
110 4.567650e-02 2.054949e+01 7.216550e+00 9.471754e+00
120 4.920289e-02 1.581573e+01 6.225424e+00 8.574832e+00
130 5.272928e-02 1.780641e+01 5.271772e+00 7.867206e+00
140 5.625567e-02 1.731440e+01 4.821442e+00 7.468689e+00
150 5.978206e-02 1.003292e+01 5.174679e+00 7.477129e+00
160 6.330845e-02 9.241073e+00 5.688759e+00 7.303519e+00
170 6.683484e-02 1.306614e+01 5.692730e+00 5.767234e+00
180 7.036123e-02 9.615705e+00 5.057014e+00 3.415026e+00
190 7.388762e-02 6.900764e+00 4.229071e+00 3.738397e+00
200 7.741401e-02 9.261531e+00 3.933492e+00 4.748949e+00
210 8.094040e-02 8.719502e+00 4.288053e+00 5.211687e+00
220 8.446679e-02 4.741385e+00 4.400905e+00 4.999432e+00
230 8.799318e-02 4.290167e+00 3.654612e+00 3.936840e+00
240 9.151957e-02 5.610960e+00 2.840023e+00 2.841652e+00
250 9.504596e-02 4.508134e+00 2.834234e+00 2.492972e+00
260 9.857235e-02 3.402989e+00 3.222978e+00 2.235015e+00
270 1.020987e-01 4.708301e+00 3.390890e+00 2.090938e+00
280 1.056251e-01 6.196950e+00 3.037979e+00 2.315830e+00
290 1.091515e-01 5.706578e+00 2.379511e+00 2.534452e+00
300 1.126779e-01 3.716112e+00 1.973079e+00 2.531931e+00
310 1.162043e-01 2.521056e+00 1.849952e+00 2.323020e+00
320 1.197307e-01 3.910298e+00 1.647817e+00 1.826743e+00
330 1.232571e-01 4.662653e+00 1.385262e+00 1.166188e+00
340 1.267835e-01 3.631518e+00 1.433265e+00 1.178398e+00
350 1.303099e-01 2.258503e+00 1.643097e+00 1.742502e+00
360 1.338362e-01 1.637229e+00 1.674926e+00 2.034611e+00
370 1.373626e-01 1.573030e+00 1.558513e+00 1.960013e+00
380 1.408890e-01 1.613408e+00 1.459311e+00 1.696442e+00
390 1.444154e-01 1.579091e+00 1.389457e+00 1.387823e+00
400 1.479418e-01 1.729484e+00 1.244821e+00 1.097558e+00
410 1.514682e-01 2.080772e+00 9.770225e-01 8.997114e-01
420 1.549946e-01 2.107195e+00 7.244741e-01 8.271089e-01
430 1.585210e-01 1.645982e+00 7.588094e-01 8.231317e-01
440 1.620474e-01 1.167264e+00 9.501709e-01 8.426941e-01
450 1.655737e-01 1.605455e+00 1.021071e+00 9.018635e-01
460 1.691001e-01 2.238103e+00 9.285655e-01 9.967253e-01
470 1.726265e-01 2.190625e+00 7.484841e-01 1.046330e+00
480 1.761529e-01 1.664783e+00 5.594026e-01 9.845742e-01
490 1.796793e-01 1.135139e+00 4.159357e-01 8.125441e-01
500 1.832057e-01 1.067925e+00 3.800899e-01 5.904097e-01
510 1.867321e-01 1.182177e+00 4.471577e-01 4.578422e-01
520 1.902585e-01 1.068529e+00 5.246701e-01 5.381195e-01
530 1.937849e-01 8.017072e-01 5.363792e-01 6.773088e-01
540 1.973113e-01 6.169419e-01 4.592896e-01 7.322241e-01
550 2.008376e-01 5.620205e-01 3.452140e-01 6.897963e-01
560 2.043640e-01 5.856937e-01 3.130473e-01 6.063867e-01
570 2.078904e-01 7.082840e-01 3.797395e-01 5.349586e-01
580 2.114168e-01 8.302565e-01 4.379949e-01 4.759919e-01
590 2.149432e-01 8.375224e-01 4.385208e-01 4.123995e-01
600 2.184696e-01 7.138188e-01 3.809909e-01 3.525740e-01
610 2.219960e-01 5.560533e-01 2.880391e-01 3.137274e-01
620 2.255224e-01 5.273870e-01 2.009991e-01 3.016362e-01
630 2.290488e-01 6.064481e-01 1.715211e-01 3.196140e-01
640 2.325751e-01 6.363035e-01 1.931564e-01 3.606427e-01
650 2.361015e-01 5.660355e-01 2.110469e-01 3.996050e-01
660 2.396279e-01 4.415506e-01 2.106194e-01 4.146551e-01
670 2.431543e-01 3.471927e-01 2.104324e-01 4.002918e-01
680 2.466807e-01 3.214136e-01 2.243617e-01 3.620096e-01
690 2.502071e-01 3.267267e-01 2.393932e-01 3.080449e-01
700 2.537335e-01 3.384937e-01 2.361019e-01 2.483504e-01
710 2.572599e-01 3.479680e-01 2.073771e-01 2.003359e-01
720 2.607863e-01 3.320649e-01 1.598934e-01 1.886182e-01
730 2.643127e-01 2.866029e-01 1.132310e-01 2.147123e-01
740 2.678390e-01 2.599653e-01 9.949643e-02 2.490960e-01
750 2.713654e-01 2.921149e-01 1.232924e-01 2.678842e-01
760 2.748918e-01 3.328490e-01 1.512760e-01 2.631881e-01
770 2.784182e-01 3.329289e-01 1.646655e-01 2.375248e-01
780 2.819446e-01 2.933821e-01 1.588869e-01 1.974156e-01
790 2.854710e-01 2.469590e-01 1.369515e-01 1.507531e-01
800 2.889974e-01 2.233695e-01 1.079354e-01 1.114245e-01
810 2.925238e-01 2.168444e-01 8.480368e-02 1.030353e-01
820 2.960502e-01 2.049302e-01 7.520613e-02 1.258034e-01
830 2.995765e-01 1.814425e-01 7.242768e-02 1.517130e-01
840 3.031029e-01 1.560218e-01 6.901409e-02 1.654807e-01
850 3.066293e-01 1.411542e-01 6.808254e-02 1.651392e-01
860 3.101557e-01 1.421820e-01 7.451222e-02 1.537570e-01
