0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-1.31E-05,-1.65E-05,-1.52E-05,-1.32E-05,-1.13E-05,-9.51E-06,-8.00E-06,-6.72E-06,-5.65E-06,-4.74E-06,-3.97E-06,-3.29E-06,-2.69E-06,-2.16E-06,-1.67E-06,-1.22E-06,-7.82E-07,-3.54E-07,8.15E-08,5.39E-07,1.04E-06,1.61E-06,2.28E-06,3.11E-06,4.15E-06,5.50E-06,7.24E-06,9.46E-06,1.26E-05,1.55E-05,1.05E-05,0
0,-1.50E-05,-2.04E-05,-2.05E-05,-1.93E-05,-1.75E-05,-1.55E-05,-1.36E-05,-1.18E-05,-1.02E-05,-8.77E-06,-7.48E-06,-6.33E-06,-5.28E-06,-4.33E-06,-3.45E-06,-2.61E-06,-1.81E-06,-1.02E-06,-2.13E-07,6.27E-07,1.53E-06,2.54E-06,3.70E-06,5.07E-06,6.71E-06,8.68E-06,1.10E-05,1.37E-05,1.68E-05,1.90E-05,1.20E-05,0
0,-6.66E-06,-1.31E-05,-1.73E-05,-1.89E-05,-1.89E-05,-1.79E-05,-1.65E-05,-1.49E-05,-1.33E-05,-1.18E-05,-1.03E-05,-8.88E-06,-7.58E-06,-6.36E-06,-5.21E-06,-4.11E-06,-3.03E-06,-1.97E-06,-8.95E-07,2.20E-07,1.40E-06,2.69E-06,4.11E-06,5.70E-06,7.48E-06,9.41E-06,1.14E-05,1.31E-05,1.42E-05,1.29E-05,4.61E-06,0
0,-3.17E-06,-8.14E-06,-1.29E-05,-1.59E-05,-1.74E-05,-1.77E-05,-1.71E-05,-1.62E-05,-1.49E-05,-1.35E-05,-1.21E-05,-1.07E-05,-9.34E-06,-8.00E-06,-6.70E-06,-5.44E-06,-4.20E-06,-2.96E-06,-1.70E-06,-4.18E-07,9.22E-07,2.34E-06,3.84E-06,5.42E-06,7.05E-06,8.63E-06,9.94E-06,1.06E-05,1.05E-05,8.64E-06,1.21E-06,0
0,-8.98E-07,-4.46E-06,-8.80E-06,-1.23E-05,-1.46E-05,-1.59E-05,-1.62E-05,-1.59E-05,-1.52E-05,-1.42E-05,-1.31E-05,-1.18E-05,-1.05E-05,-9.18E-06,-7.85E-06,-6.53E-06,-5.22E-06,-3.90E-06,-2.56E-06,-1.20E-06,1.93E-07,1.62E-06,3.07E-06,4.52E-06,5.88E-06,7.04E-06,7.77E-06,7.81E-06,7.15E-06,5.40E-06,-9.97E-07,0
0,1.13E-07,-2.19E-06,-5.61E-06,-8.93E-06,-1.16E-05,-1.34E-05,-1.44E-05,-1.47E-05,-1.46E-05,-1.40E-05,-1.32E-05,-1.22E-05,-1.11E-05,-9.89E-06,-8.64E-06,-7.37E-06,-6.07E-06,-4.75E-06,-3.42E-06,-2.07E-06,-7.06E-07,6.53E-07,1.98E-06,3.23E-06,4.31E-06,5.11E-06,5.44E-06,5.16E-06,4.49E-06,3.35E-06,-2.04E-06,0
0,7.84E-07,-5.97E-07,-3.17E-06,-6.03E-06,-8.62E-06,-1.07E-05,-1.21E-05,-1.29E-05,-1.32E-05,-1.31E-05,-1.27E-05,-1.20E-05,-1.12E-05,-1.02E-05,-9.08E-06,-7.92E-06,-6.71E-06,-5.47E-06,-4.21E-06,-2.94E-06,-1.67E-06,-4.39E-07,7.28E-07,1.77E-06,2.61E-06,3.14E-06,3.25E-06,2.88E-06,2.42E-06,1.89E-06,-2.74E-06,0
0,1.13E-06,4.39E-07,-1.35E-06,-3.66E-06,-6.01E-06,-8.07E-06,-9.71E-06,-1.09E-05,-1.15E-05,-1.18E-05,-1.17E-05,-1.14E-05,-1.08E-05,-1.01E-05,-9.17E-06,-8.19E-06,-7.13E-06,-6.03E-06,-4.89E-06,-3.75E-06,-2.62E-06,-1.54E-06,-5.45E-07,3.04E-07,9.46E-07,1.31E-06,1.33E-06,1.03E-06,8.80E-07,9.36E-07,-3.12E-06,0
0,1.35E-06,1.16E-06,4.56E-09,-1.77E-06,-3.78E-06,-5.71E-06,-7.39E-06,-8.71E-06,-9.65E-06,-1.02E-05,-1.05E-05,-1.04E-05,-1.01E-05,-9.62E-06,-8.97E-06,-8.20E-06,-7.33E-06,-6.40E-06,-5.43E-06,-4.44E-06,-3.48E-06,-2.56E-06,-1.74E-06,-1.05E-06,-5.59E-07,-2.88E-07,-2.68E-07,-4.30E-07,-2.58E-07,2.91E-07,-3.36E-06,0
0,1.49E-06,1.67E-06,1.02E-06,-2.75E-07,-1.92E-06,-3.63E-06,-5.24E-06,-6.63E-06,-7.72E-06,-8.51E-06,-8.99E-06,-9.20E-06,-9.17E-06,-8.93E-06,-8.52E-06,-7.97E-06,-7.31E-06,-6.57E-06,-5.79E-06,-4.98E-06,-4.19E-06,-3.45E-06,-2.78E-06,-2.24E-06,-1.85E-06,-1.62E-06,-1.55E-06,-1.55E-06,-1.08E-06,-1.22E-07,-3.51E-06,0
0,1.59E-06,2.04E-06,1.79E-06,9.11E-07,-3.76E-07,-1.84E-06,-3.32E-06,-4.68E-06,-5.84E-06,-6.76E-06,-7.43E-06,-7.86E-06,-8.05E-06,-8.05E-06,-7.87E-06,-7.54E-06,-7.09E-06,-6.56E-06,-5.97E-06,-5.35E-06,-4.74E-06,-4.16E-06,-3.64E-06,-3.22E-06,-2.90E-06,-2.68E-06,-2.54E-06,-2.37E-06,-1.65E-06,-3.70E-07,-3.61E-06,0
0,1.66E-06,2.32E-06,2.38E-06,1.85E-06,8.90E-07,-3.20E-07,-1.62E-06,-2.90E-06,-4.06E-06,-5.06E-06,-5.85E-06,-6.44E-06,-6.83E-06,-7.03E-06,-7.06E-06,-6.94E-06,-6.70E-06,-6.37E-06,-5.98E-06,-5.55E-06,-5.10E-06,-4.68E-06,-4.29E-06,-3.97E-06,-3.71E-06,-3.49E-06,-3.27E-06,-2.95E-06,-2.02E-06,-4.87E-07,-3.66E-06,0
